"","Checkin_2010","Checkin_2011","Checkin_2012","Checkin_2013","Checkin_2014","Checkin_2015","Checkin_2016","Checkin_2017","Checkin_2018"
"11133",0,0,0,0,0,0,0,0,7
"11134",0,0,0,0,0,0,89,106,43
"11135",0,0,8,22,29,43,54,49,29
"11136",0,0,0,0,0,0,0,1,0
"11137",0,0,0,0,49,104,102,84,58
"11138",0,0,0,2,2,14,2,8,7
"11139",0,0,0,13,29,37,24,15,8
"11140",1,8,23,23,22,6,5,3,8
"11141",0,0,0,0,0,144,85,92,60
"11142",0,1,5,0,1,1,1,1,0
"11143",0,1,1,0,0,0,8,3,0
"11144",145,324,389,647,725,687,683,575,365
"11145",0,0,0,0,0,1,1,0,0
"11146",7,61,34,81,119,102,65,76,56
"11147",38,121,274,373,304,268,162,147,77
"11148",0,0,8,16,20,24,16,18,12
"11149",19,81,114,179,248,192,110,97,75
"11150",20,149,154,144,129,142,122,119,70
"11151",0,0,0,0,0,2,1,2,1
"11152",0,5,6,16,6,12,7,5,4
"11153",0,0,2,8,5,4,8,0,1
"11154",0,4,13,24,18,10,14,10,4
"11155",0,0,0,0,0,0,0,0,4
"11156",1,1,2,0,0,0,0,1,0
"11157",2,9,12,11,9,3,12,12,12
"11158",1,22,31,59,26,13,17,31,28
"11159",1,0,0,2,6,5,7,6,7
"11160",0,0,0,0,1,16,14,16,19
"11161",0,0,0,0,0,0,0,62,297
"11162",0,0,0,0,3,453,402,477,375
"11163",0,6,8,8,12,6,3,4,2
"11164",0,0,0,10,24,6,13,12,4
"11165",1,19,39,51,35,41,38,35,50
"11166",15,40,54,45,44,85,52,62,38
"11167",0,0,0,0,0,0,471,435,221
"11168",2,4,5,7,2,3,0,1,0
"11169",0,6,12,20,17,23,7,6,9
"11170",28,100,106,153,185,194,199,103,94
"11171",0,0,0,0,0,2,5,3,1
"11172",0,0,4,3,2,1,1,2,0
"11173",1,11,25,35,56,76,123,72,34
"11174",0,0,0,0,0,0,5,59,9
"11175",0,0,0,0,0,1,0,4,4
"11176",0,0,0,0,0,120,73,74,71
"11177",0,0,0,0,17,0,0,0,0
"11178",1,30,39,76,42,51,66,36,26
"11179",4,9,12,12,8,18,5,24,6
"11180",2,102,93,121,46,72,41,25,13
"11181",0,0,0,0,2,15,10,4,7
"11182",75,164,286,270,239,194,181,162,134
"11183",0,0,0,1,2,0,0,0,0
"11184",8,26,28,25,25,10,3,7,9
"11185",4,15,13,15,15,22,30,27,20
"11186",0,0,0,0,0,0,97,116,52
"11187",3,7,11,7,5,2,2,1,2
"11188",0,0,0,0,0,0,102,220,115
"11189",0,0,0,0,1,0,1,0,0
"11190",19,105,100,117,106,98,78,67,50
"11191",11,54,124,70,93,87,73,54,37
"11192",0,0,0,0,0,0,0,0,6
"11193",0,0,0,52,48,35,9,3,2
"11194",0,0,1,3,4,14,64,18,3
"11195",0,4,12,15,19,6,4,3,2
"11196",0,0,2,7,10,20,7,9,6
"11197",0,0,0,0,0,0,0,0,25
"11198",1,7,204,115,107,114,85,94,98
"11199",0,0,0,0,0,49,55,54,37
"11200",0,0,0,0,0,0,39,83,16
"11201",0,0,0,2,1,0,4,1,1
"11202",0,0,0,0,0,0,0,0,109
"11203",2,0,15,49,71,27,19,18,4
"11204",0,0,1,3,0,8,10,10,3
"11205",0,10,7,8,12,2,4,2,2
"11206",0,1,2,1,3,1,10,9,7
"11207",4,20,41,35,33,43,33,21,8
"11208",0,3,1,0,0,1,0,0,0
"11209",6,1,77,47,60,25,19,12,11
"11210",0,0,0,0,0,3,79,71,53
"11211",0,0,93,125,102,75,37,39,13
"11212",0,0,2,2,0,1,1,1,1
"11213",0,1,1,1,1,3,3,2,0
"11214",0,0,0,0,0,0,0,19,3
"11215",2,24,11,9,13,14,8,7,5
"11216",0,0,0,0,4,15,9,0,6
"11217",0,35,15,11,33,23,7,26,17
"11218",0,0,0,0,0,0,0,1,1
"11219",0,0,0,2,3,2,0,0,0
"11220",0,0,0,0,0,0,1,1,0
"11221",0,43,52,33,44,34,24,21,19
"11222",0,0,0,0,0,0,0,0,2
"11223",0,1,12,67,29,8,1,0,1
"11224",1,33,32,35,40,51,19,9,7
"11225",6,43,53,60,42,46,46,61,80
"11226",0,0,0,104,156,93,82,38,13
"11227",0,0,0,0,0,0,83,77,40
"11228",0,0,0,0,0,0,0,0,8
"11229",34,107,135,144,148,157,146,139,135
"11230",0,0,2,1,0,2,6,2,3
"11231",1,9,17,8,3,4,5,1,3
"11232",0,4,1,4,1,2,0,0,0
"11233",0,0,0,1,22,32,18,18,8
"11234",0,0,0,0,0,0,238,280,293
"11235",2,9,8,22,5,15,22,5,3
"11236",0,0,0,0,0,7,1,0,1
"11237",4,28,23,14,17,22,18,13,14
"11238",0,2,3,3,3,0,4,2,0
"11239",3,19,12,27,29,61,35,14,11
"11240",0,0,0,0,0,0,0,0,23
"11241",0,1,1,1,0,0,1,0,0
"11242",0,0,0,38,80,112,54,42,12
"11243",0,0,0,0,0,0,0,0,5
"11244",3,7,7,12,11,4,6,1,5
"11245",3,36,55,47,78,90,71,65,34
"11246",0,0,0,0,0,0,1,0,0
"11247",67,202,238,235,175,122,100,67,56
"11248",0,1,12,18,25,11,15,6,5
"11249",0,0,0,0,0,207,488,213,98
"11250",5,8,7,11,11,9,10,7,6
"11251",14,8,4,5,12,7,2,1,3
"11252",0,1,4,10,8,6,7,5,1
"11253",0,0,0,36,52,38,50,57,21
"11254",0,0,0,0,6,16,22,13,9
"11255",0,0,0,516,736,828,2261,1247,969
"11256",0,0,0,0,2,7,1,3,2
"11257",4,44,40,63,84,105,55,39,31
"11258",0,0,0,0,0,2,0,1,1
"11259",1,5,11,10,3,0,0,1,0
"11260",0,7,16,28,31,18,13,8,7
"11261",0,0,0,0,0,0,0,29,16
"11262",0,0,0,0,0,0,0,0,42
"11263",0,3,2,5,1,1,7,2,1
"11264",1,4,7,16,68,95,77,61,29
"11265",0,4,0,0,0,1,1,0,1
"11266",0,0,1,0,0,3,4,0,0
"11267",19,133,231,241,328,286,221,240,187
"11268",1,2,19,15,7,8,3,4,1
"11269",5,11,48,21,26,14,28,20,12
"11270",0,0,0,0,0,2,11,7,6
"11271",0,0,0,0,157,120,81,73,52
"11272",0,1,3,0,6,2,2,0,1
"11273",21,137,98,86,78,98,43,34,28
"11274",0,0,0,0,1,3,2,5,4
"11275",0,0,25,16,41,38,43,27,11
"11276",3,52,120,105,49,19,14,19,14
"11277",11,49,58,49,55,84,65,58,110
"11278",10,47,57,60,51,24,38,12,25
"11279",37,154,93,78,48,56,32,21,12
"11280",0,0,0,0,0,0,0,1,1
"11281",4,9,6,11,17,12,13,10,5
"11282",0,0,0,0,0,0,0,8,44
"11283",33,88,133,166,195,172,186,145,117
"11284",0,0,29,6,2,2,4,0,0
"11285",0,0,2,0,2,0,1,0,0
"11286",0,0,0,196,154,80,66,32,18
"11287",0,0,0,17,43,10,8,9,7
"11288",0,0,21,22,49,17,13,9,5
"11289",0,0,0,11,19,2,1,8,5
"11290",0,0,0,0,308,570,649,465,400
"11291",0,0,0,0,0,0,98,44,42
"11292",0,0,168,144,130,102,71,44,40
"11293",1,6,9,14,20,5,5,4,1
"11294",0,0,0,0,0,201,272,279,216
"11295",2,3,3,8,5,5,3,3,1
"11296",10,35,22,15,35,15,11,8,4
"11297",28,25,73,57,74,111,58,22,318
"11298",16,93,87,106,129,86,58,72,81
"11299",0,0,66,22,16,12,8,8,3
"11300",0,0,9,3,3,0,1,0,5
"11301",1,0,0,1,0,0,0,1,1
"11302",0,29,2,5,0,1,0,0,0
"11303",0,0,0,0,0,0,406,258,171
"11304",0,0,0,0,0,0,0,3,17
"11305",0,0,0,1,0,0,0,0,0
"11306",0,0,4,5,12,16,8,2,3
"11307",3,38,70,70,62,50,44,41,21
"11308",0,0,0,0,0,0,0,6,4
"11309",0,3,0,0,0,0,0,0,1
"11310",0,0,0,0,250,270,177,139,125
"11311",0,0,0,0,0,95,191,144,150
"11312",21,129,93,105,96,114,89,91,49
"11313",0,0,0,0,0,0,2,4,2
"11314",11,40,30,32,24,32,30,32,14
"11315",0,0,0,0,0,425,466,401,316
"11316",0,2,14,17,18,27,35,42,22
"11317",0,0,0,0,0,0,0,7,86
"11318",0,0,0,0,0,0,0,3,45
"11319",7,48,67,71,78,87,64,22,33
"11320",0,0,1,0,3,7,8,26,2
"11321",0,4,4,4,1,0,0,1,3
"11322",1,3,6,19,26,10,9,3,2
"11323",3,25,11,11,7,3,7,4,0
"11324",6,9,13,19,38,35,21,15,12
"11325",1,15,27,97,83,179,82,148,41
"11326",93,149,133,122,200,239,225,78,41
"11327",0,0,0,0,0,0,56,198,105
"11328",0,0,0,0,0,0,0,137,137
"11329",0,0,0,0,0,0,0,1,2
"11330",0,1,0,1,0,2,0,2,3
"11331",1,2,1,3,4,3,0,0,3
"11332",0,0,0,0,0,0,0,51,67
"11333",0,0,0,0,0,0,0,109,79
"11334",0,0,0,0,0,2,11,33,3
"11335",0,0,0,0,0,0,0,3,37
"11336",16,6,12,12,26,54,22,25,10
"11337",1,2,1,0,7,3,1,1,1
"11338",3,9,6,20,24,27,7,4,3
"11339",0,0,0,0,0,0,0,13,36
"11340",0,3,41,13,20,22,31,16,19
"11341",0,0,0,0,0,0,0,0,305
"11342",0,0,2,11,5,2,3,3,7
"11343",0,0,182,410,639,655,567,495,362
"11344",0,0,0,0,0,0,26,11,14
"11345",1,2,0,2,2,1,0,0,1
"11346",0,0,0,1,0,1,0,1,0
"11347",0,16,46,63,68,28,26,3,2
"11348",7,33,39,33,22,27,29,50,84
"11349",0,1,0,0,5,0,4,0,0
"11350",4,6,21,12,14,11,10,11,3
"11351",0,8,13,35,32,41,46,32,25
"11352",0,0,0,0,0,0,1,9,7
"11353",2,4,1,13,10,11,4,8,3
"11354",0,7,14,16,66,59,201,306,171
"11355",5,50,109,19,79,62,40,25,10
"11356",0,0,0,39,240,221,188,158,111
"11357",1,9,21,13,6,16,10,15,6
"11358",0,0,8,15,14,24,21,16,13
"11359",0,5,9,8,10,23,7,6,1
"11360",0,0,0,1,3,3,0,0,2
"11361",0,0,0,0,0,0,1,1,0
"11362",21,85,133,180,183,191,207,171,131
"11363",0,0,0,1,0,0,0,0,1
"11364",0,11,33,30,73,26,22,18,11
"11365",0,0,5,3,0,4,2,1,1
"11366",0,0,0,0,0,0,0,0,1
"11367",33,128,150,164,201,168,164,139,104
"11368",41,170,351,488,469,465,365,324,247
"11369",0,0,0,0,0,0,0,7,4
"11370",20,148,176,47,33,13,15,14,19
"11371",1,6,9,11,11,9,20,14,4
"11372",10,5,23,19,52,48,74,52,17
"11373",0,0,0,0,0,10,14,10,6
"11374",0,0,0,0,109,61,29,19,13
"11375",0,0,0,0,1,0,0,0,0
"11376",93,274,262,215,254,234,190,108,67
"11377",20,73,85,84,68,49,55,68,57
"11378",1,2,5,5,16,26,23,20,17
"11379",0,0,0,0,0,0,4,3,8
"11380",0,0,22,312,369,278,179,161,111
"11381",0,0,0,0,0,20,19,10,34
"11382",7,30,59,35,32,37,36,25,9
"11383",0,0,0,0,0,7,7,6,4
"11384",0,0,3,15,7,3,4,5,3
"11385",0,0,4,4,1,2,3,1,1
"11386",0,0,2,0,2,9,11,10,7
"11387",0,0,13,10,0,0,0,1,1
"11388",9,19,216,146,90,103,73,134,61
"11389",0,0,0,0,0,0,0,0,1
"11390",0,1,7,7,21,39,45,28,14
"11391",0,0,0,0,0,0,0,2,2
"11392",1,3,45,41,57,30,34,32,21
"11393",71,259,346,328,322,283,278,205,144
"11394",5,44,51,71,89,127,76,205,129
"11395",2,2,1,4,5,9,2,3,0
"11396",0,0,2,11,9,11,6,12,3
"11397",0,0,0,0,0,0,1,0,0
"11398",33,118,144,201,197,173,102,80,65
"11399",0,3,10,8,5,8,1,2,4
"11400",0,0,5,8,6,6,7,0,4
"11401",0,0,0,0,0,0,0,4,33
"11402",0,0,0,0,0,96,93,69,48
"11403",92,502,469,470,570,477,292,217,187
"11404",43,195,236,276,255,255,221,166,138
"11405",22,47,72,81,56,80,55,57,60
"11406",0,0,0,0,0,0,8,45,30
"11407",4,5,14,22,31,33,44,100,85
"11408",6,7,6,13,63,53,27,25,16
"11409",12,39,62,77,57,60,70,66,47
"11410",0,0,8,10,3,4,5,5,8
"11411",2,0,5,6,6,8,7,4,5
"11412",0,0,51,31,18,10,5,7,3
"11413",0,0,1,0,0,0,0,1,1
"11414",0,0,0,0,0,0,46,91,69
"11415",0,0,2,12,7,6,35,5,11
"11416",13,59,108,114,93,115,51,48,9
"11417",0,0,0,0,0,0,6,22,15
"11418",0,0,0,0,0,0,0,0,16
"11419",0,0,205,568,461,433,363,290,240
"11420",0,0,0,0,0,0,0,3,5
"11421",0,0,0,0,0,0,0,31,18
"11422",1,1,2,6,3,2,3,0,1
"11423",0,0,22,54,59,49,42,27,21
"11424",0,0,0,0,6,4,15,11,2
"11425",0,2,19,14,6,5,4,4,8
"11426",2,8,3,5,7,13,5,1,4
"11427",0,0,0,0,175,105,60,31,29
"11428",11,80,56,36,61,68,59,42,25
"11429",0,0,0,0,0,0,0,0,28
"11430",49,213,261,356,281,251,187,167,98
"11431",138,523,817,916,833,609,491,516,324
"11432",0,0,0,0,0,0,0,0,3
"11433",0,0,0,0,0,0,21,25,27
"11434",45,125,148,221,230,144,105,99,64
"11435",13,148,158,132,112,114,88,49,34
"11436",0,0,0,0,0,242,329,163,112
"11437",0,0,4,7,2,2,0,1,0
"11438",0,0,2,1,1,0,1,2,2
"11439",15,61,99,120,147,157,136,104,69
"11440",2,9,15,7,15,1,6,4,3
"11441",0,0,0,2,14,13,13,9,4
"11442",0,1,17,14,11,17,17,12,10
"11443",0,0,0,0,12,101,59,69,39
"11444",0,0,0,0,0,642,361,312,342
"11445",3,23,22,15,23,22,20,8,14
"11446",0,0,0,0,304,442,336,233,172
"11447",18,118,116,100,77,195,131,131,35
"11448",0,4,13,2,1,7,5,5,2
"11449",15,37,20,24,29,45,32,22,18
"11450",0,0,0,0,0,0,0,0,9
"11451",1,10,19,13,8,24,16,11,12
"11452",1,0,1,8,2,0,3,2,1
"11453",6,26,47,60,44,16,15,12,6
"11454",34,58,35,38,31,35,59,43,23
"11455",0,0,0,0,1,1,2,0,0
"11456",0,0,0,0,0,0,0,15,32
"11457",0,0,0,0,0,0,0,0,16
"11458",14,36,34,34,43,37,50,45,22
"11459",0,1,4,4,12,9,7,8,4
"11460",0,0,1,1,1,3,0,17,8
"11461",1,4,5,17,20,6,11,9,7
"11462",0,0,0,0,0,0,0,0,48
"11463",0,0,0,78,38,44,23,22,11
"11464",0,0,0,0,0,0,0,1,2
"11465",0,0,0,0,0,2,2,5,1
"11466",69,282,319,333,327,365,343,249,182
"11467",0,2,0,3,1,1,0,1,1
"11468",37,172,224,260,275,193,175,151,106
"11469",8,23,34,52,43,50,32,10,20
"11470",0,0,0,0,0,3,9,13,7
"11471",0,0,0,0,0,125,100,77,64
"11472",0,0,0,0,0,0,0,0,23
"11473",4,19,28,29,24,24,16,18,20
"11474",0,0,0,0,0,0,0,99,100
"11475",0,0,0,0,0,0,0,27,43
"11476",3,5,3,4,2,3,5,3,0
"11477",7,24,92,30,34,29,26,17,9
"11478",0,0,0,0,0,0,0,16,14
"11479",1,14,21,15,23,16,28,15,15
"11480",1,1,2,0,17,11,7,4,1
"11481",11,9,21,84,39,59,66,63,30
"11482",5,32,47,31,42,30,28,133,62
"11483",35,59,109,159,149,101,84,44,37
"11484",0,0,1,11,27,4,2,0,0
"11485",0,0,0,0,0,0,0,1,0
"11486",2,23,15,16,11,21,61,30,17
"11487",15,60,63,47,40,35,21,19,13
"11488",16,36,31,28,31,33,20,16,7
"11489",1,5,8,5,7,4,3,1,0
"11490",0,0,6,12,19,37,32,19,21
"11491",2,4,7,11,16,11,5,5,3
"11492",13,33,24,29,23,34,17,59,38
"11493",0,3,11,11,17,20,38,18,12
"11494",13,13,23,16,20,11,4,6,4
"11495",5,17,32,49,74,75,61,58,38
"11496",2,9,14,9,10,29,27,15,6
"11497",0,0,0,1,0,0,0,0,1
"11498",0,0,2,1,0,0,1,4,1
"11499",0,21,38,35,60,107,113,60,89
"11500",4,8,27,17,37,23,15,11,12
"11501",0,0,6,7,4,8,13,4,14
"11502",0,0,4,141,137,120,78,35,35
"11503",2,9,40,36,47,36,9,17,6
"11504",2,27,0,4,15,13,3,7,0
"11505",0,0,0,0,0,0,7,4,5
"11506",0,0,0,0,0,0,59,63,53
"11507",0,1,6,4,4,2,1,3,2
"11508",4,58,95,103,87,51,26,16,21
"11509",0,8,34,34,15,25,12,22,18
"11510",0,0,0,0,0,2,36,27,17
"11511",0,24,10,21,28,15,2,3,6
"11512",2,11,22,25,18,8,9,6,3
"11513",0,0,0,0,3,17,25,13,14
"11514",4,19,17,13,20,10,11,10,10
"11515",3,5,16,10,4,7,5,3,2
"11516",75,232,236,234,257,187,188,133,85
"11517",1,5,12,6,10,8,8,3,12
"11518",0,0,0,0,0,0,3,2,1
"11519",0,0,0,0,995,770,675,565,432
"11520",3,12,21,18,12,12,5,11,11
"11521",0,0,0,0,2,9,15,6,5
"11522",7,35,42,53,38,64,45,27,41
"11523",2,3,7,22,13,12,14,13,3
"11524",0,0,0,0,0,0,4,1,5
"11525",8,51,77,55,54,44,58,28,24
"11526",0,0,0,0,0,0,1,0,0
"11527",14,61,84,113,106,84,70,69,43
"11528",3,7,8,11,6,14,30,15,2
"11529",0,0,0,0,0,0,8,17,11
"11530",1,55,202,162,62,85,55,30,14
"11531",0,0,0,0,0,0,0,0,46
"11532",10,56,65,58,93,83,74,74,60
"11533",0,1,36,2,6,1,3,0,1
"11534",0,3,0,0,1,4,0,0,1
"11535",0,0,0,0,0,6,1,1,0
"11536",0,0,1,3,3,0,0,1,0
"11537",0,56,107,98,82,78,49,39,28
"11538",14,71,181,131,103,107,82,65,35
"11539",0,0,5,5,3,2,1,0,0
"11540",9,61,106,135,106,134,96,95,42
"11541",68,108,117,54,27,35,31,34,19
"11542",0,0,0,7,11,20,13,2,3
"11543",0,7,19,16,15,17,26,11,17
"11544",1,10,9,49,37,20,15,16,9
"11545",0,0,3,2,0,5,2,2,3
"11546",3,9,34,69,54,24,17,11,8
"11547",8,24,21,9,19,5,9,9,10
"11548",0,0,0,0,0,0,0,4,14
"11549",3,3,4,15,12,4,2,2,3
"11550",0,0,0,0,0,8,39,17,12
"11551",0,0,17,46,43,19,17,13,13
"11552",0,9,20,21,20,19,23,21,20
"11553",0,0,1,0,0,1,0,4,2
"11554",0,0,0,0,0,0,0,6,9
"11555",0,0,0,0,0,0,1,1,3
"11556",0,0,0,0,0,0,8,0,2
"11557",0,0,0,0,0,0,104,119,209
"11558",13,57,65,71,51,89,116,90,70
"11559",3,15,13,32,34,100,28,12,6
"11560",0,26,23,65,97,101,99,88,63
"11561",10,108,150,175,141,106,72,50,16
"11562",0,0,2,11,9,36,13,4,3
"11563",6,46,46,69,75,70,38,74,74
"11564",0,0,0,1,3,7,4,3,0
"11565",39,220,204,190,205,199,150,121,77
"11566",0,2,1,1,1,3,1,0,1
"11567",23,48,73,68,59,34,29,37,24
"11568",9,16,12,28,20,18,6,2,9
"11569",6,36,29,24,48,36,34,26,14
"11570",8,79,69,64,56,49,43,34,57
"11571",0,0,0,3,2,1,0,0,0
"11572",8,8,26,54,43,39,37,26,21
"11573",13,29,65,59,54,37,33,26,33
"11574",1,3,12,15,12,12,19,15,10
"11575",0,0,0,0,69,79,29,20,10
"11576",0,0,1,3,4,1,0,0,0
"11577",0,0,5,1,4,4,2,8,0
"11578",0,1,0,1,1,3,2,1,1
"11579",0,0,0,0,0,0,0,0,15
"11580",4,21,35,30,24,33,17,15,25
"11581",0,0,0,0,7,8,11,2,3
"11582",0,0,4,1,11,13,9,3,0
"11583",0,0,0,0,0,0,0,0,3
"11584",0,36,0,3,1,2,1,2,2
"11585",1,0,5,2,6,7,1,2,1
"11586",0,1,4,0,1,2,0,0,3
"11587",0,0,0,0,0,2,1,0,0
"11588",0,0,0,0,0,0,0,0,61
"11589",3,8,26,13,29,29,20,10,7
"11590",0,0,0,1,10,2,2,1,0
"11591",0,0,0,0,0,0,0,0,1
"11592",0,0,0,0,0,0,0,12,11
"11593",0,0,0,0,46,52,46,22,35
"11594",0,0,0,0,0,0,0,31,45
"11595",0,1,12,2,0,2,11,6,7
"11596",0,1,12,5,7,16,21,16,12
"11597",0,5,16,35,32,28,22,11,9
"11598",0,0,0,0,0,0,0,150,196
"11599",0,5,1,1,0,1,0,2,0
"11600",0,3,4,1,8,4,7,4,7
"11601",0,0,0,0,0,15,19,15,13
"11602",6,7,20,29,27,30,50,38,16
"11603",3,2,0,0,3,1,1,0,2
"11604",1,9,20,8,2,11,14,5,8
"11605",1,15,29,22,17,32,25,17,18
"11606",0,0,1,15,4,5,10,8,6
"11607",0,0,0,0,1,0,2,0,0
"11608",0,0,0,0,0,94,57,33,55
"11609",0,0,0,0,0,0,2,6,12
"11610",0,0,0,0,0,0,0,1,10
"11611",9,23,39,28,24,18,25,17,24
"11612",0,1,2,3,7,2,2,4,0
"11613",21,106,116,96,102,124,93,115,71
"11614",0,0,0,0,0,66,55,67,58
"11615",0,16,228,206,193,156,126,110,55
"11616",0,0,0,0,141,368,269,147,113
"11617",0,0,0,0,190,89,133,72,32
"11618",0,0,0,18,73,157,149,96,85
"11619",0,2,1,1,2,8,4,1,0
"11620",0,0,4,3,2,1,0,11,1
"11621",0,0,0,0,0,0,9,5,4
"11622",0,0,1,4,13,12,10,6,4
"11623",11,56,82,91,108,57,47,37,47
"11624",0,0,0,0,1,1,5,3,0
"11625",0,0,0,0,5,5,4,3,2
"11626",0,0,0,0,0,0,24,34,39
"11627",0,8,7,25,27,20,16,10,3
"11628",0,0,0,111,218,175,101,76,86
"11629",14,40,44,83,144,167,149,157,91
"11630",77,213,264,216,148,146,175,162,82
"11631",123,311,368,329,409,364,290,181,155
"11632",0,0,0,0,0,33,618,493,250
"11633",0,0,0,27,27,20,17,16,7
"11634",0,0,0,0,0,0,0,0,13
"11635",5,20,30,25,13,29,38,25,12
"11636",1,1,4,15,10,9,12,5,10
"11637",2,3,20,83,31,22,16,15,15
"11638",44,128,172,115,91,62,81,99,42
"11639",16,36,80,56,45,46,42,22,29
"11640",0,0,0,0,0,157,106,98,74
"11641",0,0,0,0,0,0,0,0,68
"11642",0,0,0,0,0,0,0,0,103
"11643",0,0,1,0,0,3,1,1,0
"11644",1,7,22,20,22,23,42,24,16
"11645",45,150,148,158,193,77,56,29,11
"11646",0,4,1,1,4,15,15,2,2
"11647",0,0,0,0,10,148,147,24,28
"11648",0,0,0,1,2,1,0,0,1
"11649",2,1,16,15,11,6,2,1,3
"11650",2,6,9,4,14,1,5,7,1
"11651",0,0,0,0,0,0,0,0,4
"11652",0,0,0,0,17,7,2,0,0
"11653",1,9,11,10,15,14,12,11,7
"11654",0,0,1,0,0,1,2,3,3
"11655",60,342,303,316,186,174,116,105,100
"11656",0,0,8,73,99,116,60,43,23
"11657",0,0,0,0,0,1,0,0,2
"11658",0,0,0,0,0,15,27,11,10
"11659",0,0,0,0,0,0,0,0,332
"11660",0,0,0,0,0,0,0,0,2
"11661",0,0,0,0,0,0,0,15,13
"11662",1,21,24,8,7,11,3,6,10
"11663",3,25,22,28,16,17,15,14,20
"11664",0,0,0,0,100,52,31,24,18
"11665",0,0,0,0,0,0,0,0,3
"11666",29,88,90,109,107,76,112,64,30
"11667",0,0,0,0,0,3,3,0,0
"11668",1,1,0,0,5,6,5,6,2
"11669",0,0,0,0,0,0,0,84,48
"11670",3,36,71,42,22,17,9,7,18
"11671",0,7,48,50,10,4,9,3,1
"11672",1,0,1,4,1,1,2,0,0
"11673",0,0,0,0,0,1,0,0,0
"11674",2,16,10,10,11,10,9,5,2
"11675",10,18,14,18,16,32,12,8,1
"11676",0,0,0,0,0,0,0,0,36
"11677",0,3,3,2,6,13,2,1,2
"11678",0,0,13,18,38,21,5,11,10
"11679",0,0,0,0,0,84,156,113,102
"11680",1,26,33,31,39,58,45,27,29
"11681",0,0,0,0,23,23,32,32,10
"11682",0,0,0,0,0,0,7,2,3
"11683",0,1,5,0,0,1,0,1,0
"11684",0,0,0,0,0,0,0,18,6
"11685",0,0,0,1,0,1,1,15,5
"11686",0,0,1,0,0,4,0,0,0
"11687",0,0,0,0,0,0,0,23,6
"11688",26,99,88,127,88,60,46,34,31
"11689",0,0,0,0,2,17,15,27,16
"11690",0,1,0,0,1,2,2,1,1
"11691",0,0,0,0,0,0,0,0,22
"11692",1,3,5,3,3,4,7,10,8
"11693",0,0,0,0,0,0,35,31,31
"11694",0,0,0,8,4,2,3,2,0
"11695",5,11,9,12,10,8,11,17,7
"11696",0,1,206,194,225,209,167,118,98
"11697",0,1,18,4,7,14,7,6,2
"11698",0,0,0,0,0,0,19,60,63
"11699",0,0,0,0,0,0,28,164,85
"11700",3,14,22,23,37,38,39,27,22
"11701",92,381,463,483,577,471,360,235,214
"11702",0,0,0,0,0,0,0,0,51
"11703",0,3,3,6,3,4,0,0,0
"11704",0,0,0,0,0,0,10,33,15
"11705",0,0,1,11,10,18,13,14,2
"11706",16,228,401,626,751,279,135,94,64
"11707",3,4,51,74,105,117,132,96,71
"11708",40,430,540,480,507,247,222,152,95
"11709",0,0,0,2,1,6,2,2,3
"11710",1,0,1,2,2,0,0,1,2
"11711",0,0,0,0,0,30,37,31,20
"11712",0,0,0,0,0,231,181,187,239
"11713",0,4,10,15,15,7,7,3,3
"11714",0,0,0,0,0,100,254,189,81
"11715",12,18,38,47,42,41,33,29,19
"11716",1,3,3,5,5,9,24,8,5
"11717",0,0,4,3,6,2,7,8,4
"11718",3,9,12,3,6,10,1,0,1
"11719",0,0,0,0,0,0,1,4,4
"11720",0,0,0,0,0,0,0,1,1
"11721",0,0,0,0,0,3,1,0,0
"11722",0,0,0,3,2,0,0,1,0
"11723",0,2,0,1,0,1,0,1,0
"11724",0,0,0,0,0,2,6,3,2
"11725",0,0,0,0,0,0,1,4,2
"11726",1,1,2,2,2,5,2,1,1
"11727",0,0,0,0,0,0,0,10,19
"11728",0,0,0,0,3,14,24,23,13
"11729",0,0,0,0,0,0,1,4,10
"11730",0,0,0,1,11,6,2,5,4
"11731",18,67,88,145,207,230,189,150,82
"11732",43,137,285,375,419,392,366,280,180
"11733",0,0,0,0,0,0,3,3,1
"11734",0,0,0,0,3,2,22,15,1
"11735",0,8,25,20,42,33,17,15,5
"11736",0,0,0,0,7,2,10,7,1
"11737",0,0,0,25,27,43,28,28,16
"11738",1,13,42,67,66,56,72,40,29
"11739",8,33,25,36,25,31,19,18,23
"11740",2,23,31,29,44,28,13,14,2
"11741",0,0,0,0,0,2,6,1,0
"11742",3,14,40,35,30,23,21,20,17
"11743",0,0,24,17,43,39,30,18,13
"11744",0,1,24,18,33,9,10,16,3
"11745",15,66,98,111,102,91,77,63,49
"11746",0,0,0,0,0,0,0,0,14
"11747",0,0,0,0,0,46,79,50,38
"11748",0,0,0,0,0,0,5,52,38
"11749",0,0,0,0,0,0,0,14,644
"11750",2,6,17,13,15,17,9,5,3
"11751",7,0,4,3,12,2,2,4,1
"11752",3,7,33,34,20,53,87,38,9
"11753",0,0,0,0,29,36,20,17,12
"11754",0,0,0,121,89,108,147,58,20
"11755",0,0,0,0,20,185,152,151,124
"11756",0,0,0,0,0,2,0,0,0
"11757",0,0,0,0,2,1,2,0,1
"11758",0,0,0,0,32,29,28,18,14
"11759",0,83,245,170,130,195,129,84,54
"11760",14,43,61,70,57,78,115,63,52
"11761",1,0,0,1,0,0,0,0,1
"11762",2,6,9,14,15,10,12,12,2
"11763",0,0,0,0,18,9,52,14,3
"11764",0,0,0,0,0,0,0,16,14
