"","Checkin_Monday","Checkin_Tuesday","Checkin_Wednesday","Checkin_Thursday","Checkin_Friday","Checkin_Saturday","Checkin_Sunday"
"10598",44,43,56,61,55,64,68
"10599",0,2,0,0,1,3,3
"10600",3,7,4,2,7,12,3
"10601",2,5,0,1,2,2,4
"10602",11,21,20,21,20,17,23
"10603",38,44,48,43,56,17,11
"10604",103,91,84,90,103,78,88
"10605",13,15,12,13,12,14,13
"10606",27,21,29,26,21,41,39
"10607",3,5,2,3,4,0,7
"10608",0,1,1,0,2,0,0
"10609",22,18,19,16,33,41,38
"10610",1,2,1,0,2,89,89
"10611",2,1,1,2,2,11,11
"10612",64,49,47,42,56,99,101
"10613",13,14,17,18,28,45,26
"10614",49,65,82,75,91,108,9
"10615",265,224,226,230,311,462,429
"10616",8,3,9,21,15,13,20
"10617",4,8,8,5,10,9,9
"10618",26,22,25,34,30,22,13
"10619",6,8,14,6,15,22,22
"10620",1,2,0,3,3,4,1
"10621",91,136,91,113,88,41,39
"10622",1,1,0,2,1,2,5
"10623",3,11,7,28,28,56,7
"10624",5,4,7,10,5,6,5
"10625",13,7,4,7,13,9,17
"10626",3,1,4,8,14,10,8
"10627",30,36,18,19,41,35,39
"10628",96,46,43,36,46,102,81
"10629",53,47,37,50,59,84,114
"10630",70,40,48,61,47,73,91
"10631",34,35,44,49,43,47,27
"10632",0,2,1,4,4,0,1
"10633",39,45,49,40,35,26,25
"10634",61,59,71,85,68,82,76
"10635",18,15,14,14,16,21,18
"10636",0,0,0,0,1,0,0
"10637",77,55,80,82,58,51,39
"10638",48,37,36,35,56,74,58
"10639",7,6,4,8,8,6,5
"10640",3,0,6,5,5,8,8
"10641",19,12,16,8,24,15,28
"10642",55,42,53,53,57,78,54
"10643",19,11,9,10,14,58,78
"10644",2,3,2,2,4,1,2
"10645",19,4,10,9,8,12,3
"10646",39,89,65,66,118,140,47
"10647",24,27,45,26,32,87,0
"10648",1,2,4,7,5,14,9
"10649",38,38,32,41,39,36,49
"10650",0,1,0,2,0,0,0
"10651",1,2,1,3,3,1,8
"10652",0,0,0,1,0,0,1
"10653",0,0,0,1,1,0,0
"10654",14,247,221,221,292,457,450
"10655",25,17,31,35,31,51,53
"10656",65,60,70,69,86,121,136
"10657",5,27,24,28,17,36,17
"10658",3,3,0,3,5,3,13
"10659",3,2,1,4,3,2,3
"10660",7,10,4,3,5,10,7
"10661",6,5,2,2,3,5,0
"10662",145,113,105,132,123,108,136
"10663",3,6,4,7,5,8,3
"10664",0,2,3,5,0,3,5
"10665",11,7,12,8,20,19,16
"10666",14,16,21,20,20,1,0
"10667",182,199,294,261,297,352,112
"10668",44,32,37,33,40,38,54
"10669",3,1,2,1,3,2,1
"10670",6,6,4,4,5,4,7
"10671",74,84,78,63,87,78,56
"10672",1,1,0,2,2,0,2
"10673",1,0,4,2,0,0,0
"10674",25,21,26,16,35,45,38
"10675",1,1,4,2,1,0,1
"10676",33,24,69,56,102,204,192
"10677",43,77,65,75,86,202,192
"10678",60,33,37,36,62,82,100
"10679",12,24,25,18,18,23,24
"10680",137,142,116,107,144,126,149
"10681",23,26,36,36,43,41,41
"10682",1,0,0,0,2,1,0
"10683",0,0,0,2,0,0,0
"10684",2,3,7,1,0,5,4
"10685",3,2,5,3,4,5,8
"10686",34,32,19,30,18,7,21
"10687",10,5,5,13,7,26,20
"10688",51,39,50,54,48,88,132
"10689",1,0,0,0,1,0,0
"10690",27,38,34,28,39,52,25
"10691",6,7,13,9,7,18,23
"10692",2,9,7,6,9,8,3
"10693",0,0,1,1,1,0,1
"10694",243,312,295,308,325,477,423
"10695",2,1,0,0,0,0,0
"10696",11,17,13,10,14,9,11
"10697",8,9,5,5,5,7,5
"10698",13,13,8,14,22,11,13
"10699",0,0,2,1,1,4,1
"10700",33,23,29,28,40,31,34
"10701",1,1,8,6,2,0,0
"10702",9,7,12,6,13,6,5
"10703",11,15,12,9,14,13,17
"10704",87,102,117,167,185,401,342
"10705",3,7,3,9,5,8,4
"10706",9,10,14,33,41,55,64
"10707",83,98,67,85,113,170,106
"10708",37,26,39,25,30,69,89
"10709",0,1,1,0,1,0,1
"10710",171,160,143,177,215,227,186
"10711",8,11,8,9,17,16,12
"10712",77,62,50,56,44,56,39
"10713",1,0,3,8,6,12,30
"10714",4,7,12,13,9,13,8
"10715",3,7,5,2,9,5,3
"10716",0,4,8,3,15,30,16
"10717",0,0,0,0,3,0,0
"10718",35,42,43,51,56,72,82
"10719",28,37,24,29,21,16,4
"10720",1,1,1,0,1,2,3
"10721",68,65,57,58,84,65,71
"10722",98,99,113,89,93,162,47
"10723",42,28,35,55,52,60,91
"10724",65,73,65,73,111,122,149
"10725",4,4,11,5,5,13,7
"10726",30,13,24,14,17,41,51
"10727",56,49,79,91,99,100,134
"10728",0,0,0,1,1,2,2
"10729",1,1,5,1,7,7,0
"10730",4,5,5,8,8,6,0
"10731",42,42,55,46,67,87,74
"10732",405,313,282,286,388,523,433
"10733",3,4,5,6,3,14,0
"10734",5,5,9,8,5,0,0
"10735",4,5,4,7,10,37,14
"10736",97,122,198,102,113,116,82
"10737",27,26,31,32,25,31,28
"10738",21,38,30,41,29,56,31
"10739",4,6,17,6,2,4,5
"10740",11,15,19,12,15,12,13
"10741",8,8,9,10,4,8,6
"10742",44,75,93,87,101,232,80
"10743",3,2,1,1,1,0,0
"10744",8,12,10,15,12,20,17
"10745",48,44,32,32,36,30,29
"10746",41,15,36,36,29,40,42
"10747",1,2,1,2,4,3,3
"10748",184,181,144,387,248,194,139
"10749",4,3,7,5,1,2,12
"10750",3,0,0,3,0,2,5
"10751",2,1,2,2,2,2,4
"10752",8,4,10,12,14,28,22
"10753",2,1,5,1,7,4,2
"10754",31,28,32,28,41,65,55
"10755",26,29,31,21,30,24,31
"10756",0,2,1,4,6,8,10
"10757",7,12,11,12,15,7,7
"10758",8,6,14,10,18,11,15
"10759",0,0,0,3,0,1,0
"10760",1,4,2,3,2,5,2
"10761",5,12,4,6,12,16,7
"10762",6,13,11,16,13,10,18
"10763",138,125,123,117,125,215,201
"10764",0,2,0,0,3,0,0
"10765",17,24,28,24,29,26,28
"10766",8,5,4,6,10,8,8
"10767",486,476,539,519,605,854,755
"10768",6,14,11,10,10,26,41
"10769",1,3,2,2,3,3,3
"10770",0,1,0,5,3,4,1
"10771",10,27,18,28,22,34,35
"10772",37,32,29,29,31,30,27
"10773",2,17,24,20,36,75,7
"10774",0,1,0,0,0,1,0
"10775",6,4,6,2,5,5,4
"10776",88,95,89,106,100,91,73
"10777",10,34,12,11,23,46,41
"10778",16,22,21,21,19,1,1
"10779",4,2,3,2,9,2,1
"10780",0,0,1,1,1,2,2
"10781",0,0,1,0,0,0,0
"10782",0,0,0,1,1,3,0
"10783",5,1,2,3,4,3,7
"10784",55,28,39,43,51,73,82
"10785",37,47,44,43,47,68,83
"10786",2,1,0,1,3,3,0
"10787",2,2,1,1,0,2,1
"10788",35,94,56,74,68,84,84
"10789",4464,2674,2381,2359,3658,6159,7177
"10790",69,42,44,41,45,68,79
"10791",3,1,3,3,9,3,2
"10792",20,10,23,22,28,38,28
"10793",24,29,30,25,39,50,61
"10794",0,0,0,1,1,0,1
"10795",1,0,2,1,3,5,5
"10796",12,9,11,10,11,12,3
"10797",5,6,7,6,8,9,2
"10798",40,41,43,44,59,77,55
"10799",25,25,25,24,23,35,20
"10800",7,5,4,1,10,11,7
"10801",9,22,25,29,39,55,37
"10802",3,13,19,14,22,25,20
"10803",1,2,1,0,4,9,4
"10804",6,3,14,14,14,20,17
"10805",15,10,6,10,16,37,23
"10806",3,1,3,2,3,5,0
"10807",0,0,0,0,1,3,2
"10808",1,0,0,0,0,3,2
"10809",65,45,37,30,48,98,154
"10810",2,4,7,6,2,4,4
"10811",9,4,7,14,5,0,0
"10812",14,10,18,13,22,24,22
"10813",44,73,58,48,52,57,76
"10814",17,17,18,17,34,32,24
"10815",15,16,18,17,10,13,13
"10816",37,20,27,35,43,69,80
"10817",1,0,2,4,1,2,2
"10818",4,6,1,6,8,3,4
"10819",0,0,1,0,0,0,0
"10820",5,5,2,8,3,3,9
"10821",1,1,4,3,3,0,2
"10822",6,1,8,3,7,10,2
"10823",328,311,370,398,464,748,677
"10824",8,4,8,6,4,12,62
"10825",15,15,18,12,11,21,15
"10826",41,41,43,47,55,53,39
"10827",3,5,7,10,14,12,14
"10828",1,4,0,3,4,0,3
"10829",26,32,41,48,74,116,90
"10830",7,5,6,4,7,16,18
"10831",6,14,8,13,22,19,12
"10832",1,0,0,1,1,0,0
"10833",10,13,4,10,16,9,3
"10834",2,2,1,1,1,4,6
"10835",7,11,16,16,19,33,20
"10836",62,60,62,68,66,6,1
"10837",33,24,12,13,28,24,24
"10838",51,61,69,87,157,227,191
"10839",26,23,27,37,21,35,21
"10840",2,2,0,2,3,2,0
"10841",0,1,7,13,18,51,41
"10842",5,4,2,4,10,1,7
"10843",12,13,8,14,16,21,9
"10844",2,2,3,1,2,2,4
"10845",0,1,1,0,0,0,0
"10846",68,73,60,86,86,86,100
"10847",3,1,6,4,8,6,2
"10848",12,14,13,9,21,27,23
"10849",8,8,8,12,10,6,13
"10850",162,171,161,202,264,408,291
"10851",66,71,82,90,130,183,213
"10852",393,352,332,348,390,443,690
"10853",0,0,0,1,1,2,6
"10854",9,6,7,10,8,11,9
"10855",2,2,2,1,1,0,0
"10856",23,53,91,73,100,111,118
"10857",3,5,4,5,2,7,4
"10858",53,40,68,60,87,79,57
"10859",2,0,1,2,3,3,0
"10860",1,0,0,1,3,1,3
"10861",3,1,0,5,3,4,6
"10862",85,70,66,94,104,111,142
"10863",27,23,52,36,33,57,39
"10864",45,42,52,45,49,58,56
"10865",0,2,2,2,1,1,2
"10866",10,13,11,7,18,22,20
"10867",69,47,134,102,107,160,195
"10868",51,74,78,86,77,35,39
"10869",25,27,30,25,37,30,30
"10870",15,20,25,29,22,37,22
"10871",21,16,31,18,20,24,20
"10872",0,0,0,0,2,1,1
"10873",305,222,272,299,322,505,504
"10874",8,6,4,8,2,0,0
"10875",40,22,14,22,21,27,28
"10876",1,0,0,2,1,0,0
"10877",182,153,86,93,113,198,227
"10878",25,14,17,15,19,28,35
"10879",2,2,2,5,3,1,2
"10880",6,3,8,6,7,10,9
"10881",0,0,0,1,2,0,1
"10882",185,192,187,217,258,495,604
"10883",43,41,49,37,58,81,76
"10884",51,52,62,58,64,65,67
"10885",9,11,7,1,4,11,0
"10886",4,10,7,9,8,6,9
"10887",9,15,12,18,20,14,12
"10888",4,4,0,0,2,2,1
"10889",3,5,6,5,4,12,5
"10890",13,22,23,23,25,25,48
"10891",79,62,66,71,57,107,112
"10892",49,42,46,41,60,65,57
"10893",12,12,13,10,5,27,4
"10894",41,19,4,29,21,46,33
"10895",0,0,0,1,0,0,0
"10896",12,10,13,11,9,14,11
"10897",127,87,65,110,101,71,108
"10898",321,281,305,376,463,624,577
"10899",2,6,4,3,10,5,9
"10900",28,17,23,21,25,72,87
"10901",0,2,5,2,6,9,5
"10902",2,4,2,4,6,6,3
"10903",0,3,4,4,4,4,4
"10904",10,10,13,8,9,13,11
"10905",8,7,15,3,10,18,11
"10906",42,15,7,23,15,34,20
"10907",18,40,57,47,59,127,115
"10908",10,3,9,2,16,2,4
"10909",9,6,8,9,8,10,8
"10910",36,127,98,134,109,199,123
"10911",42,37,39,45,32,35,36
"10912",21,15,13,15,18,18,24
"10913",26,47,71,69,90,140,58
"10914",39,20,20,25,30,42,47
"10915",15,13,16,20,18,10,13
"10916",1,2,1,3,1,7,5
"10917",67,54,34,32,47,66,74
"10918",1,0,0,0,0,1,0
"10919",0,0,0,1,0,0,0
"10920",17,22,27,19,23,1,1
"10921",8,14,18,18,12,22,30
"10922",6,3,4,3,3,3,3
"10923",1,0,0,0,0,3,0
"10924",258,206,179,199,204,330,394
"10925",81,57,70,73,64,165,193
"10926",9,3,7,6,2,10,7
"10927",5,3,3,10,4,6,6
"10928",1,31,79,55,68,86,64
"10929",9,16,13,12,23,30,25
"10930",8,3,3,6,4,4,6
"10931",1,1,5,0,0,0,1
"10932",3,4,1,2,1,3,3
"10933",0,0,0,0,0,1,0
"10934",0,0,0,1,0,0,0
"10935",55,39,9,33,35,51,69
"10936",113,98,96,90,137,158,141
"10937",73,90,81,86,135,135,165
"10938",71,32,44,24,65,121,112
"10939",3,0,3,0,1,2,1
"10940",8,7,13,13,10,17,5
"10941",2,3,3,0,6,8,8
"10942",5,0,2,4,6,14,23
"10943",4,9,22,17,22,32,37
"10944",188,174,178,176,192,230,318
"10945",8,6,8,9,15,7,6
"10946",0,0,1,0,0,0,0
"10947",9,6,8,9,18,34,41
"10948",21,21,27,19,25,79,70
"10949",12,7,16,10,16,27,25
"10950",1,0,1,1,1,4,0
"10951",0,0,0,1,0,0,0
"10952",5,3,4,3,5,3,6
"10953",1,0,2,0,1,0,0
"10954",2,2,0,2,4,6,1
"10955",1,1,0,2,6,2,2
"10956",12,8,7,9,7,10,8
"10957",133,126,135,152,156,228,224
"10958",9,12,17,19,17,25,14
"10959",1,2,2,7,12,11,5
"10960",2,5,49,39,42,74,54
"10961",274,222,296,351,398,689,724
"10962",80,53,64,63,80,99,108
"10963",22,26,30,22,25,30,11
"10964",3,6,10,10,14,31,38
"10965",2644,2197,2216,2355,2793,4061,3979
"10966",54,51,57,61,49,52,84
"10967",0,0,2,2,2,0,1
"10968",45,33,40,42,45,94,102
"10969",0,3,3,2,1,3,2
"10970",28,25,21,28,27,38,38
"10971",0,3,1,5,5,2,1
"10972",2,0,0,1,1,1,0
"10973",51,84,85,110,132,160,133
"10974",2,3,1,2,2,2,2
"10975",31,44,40,31,43,67,68
"10976",0,0,0,0,0,4,5
"10977",33,27,40,33,33,61,68
"10978",286,195,222,202,278,454,357
"10979",151,124,141,144,219,456,455
"10980",0,3,0,0,1,2,1
"10981",2,0,0,2,0,1,2
"10982",44,73,52,66,89,98,81
"10983",37,27,19,28,24,24,46
"10984",92,73,80,68,90,149,103
"10985",12,12,4,19,5,4,8
"10986",19,27,15,22,29,27,26
"10987",84,127,100,88,83,124,117
"10988",0,1,0,1,0,2,1
"10989",7,3,10,13,11,8,9
"10990",1,2,0,0,1,2,1
"10991",3,5,4,2,6,6,6
"10992",18,6,25,20,15,32,43
"10993",14,19,19,15,15,49,69
"10994",1,6,3,0,2,1,0
"10995",199,188,208,194,185,237,188
"10996",18,17,13,22,26,59,71
"10997",47,12,8,7,5,0,0
"10998",1,4,1,2,1,1,1
"10999",1,1,0,3,2,3,1
"11000",13,13,10,11,13,2,1
"11001",11,14,11,12,9,25,29
"11002",0,1,1,2,2,1,1
"11003",77,60,62,98,91,126,143
"11004",0,0,1,2,4,8,4
"11005",1,3,6,3,7,2,9
"11006",2,2,4,4,10,8,10
"11007",14,15,24,31,24,22,13
"11008",20,17,16,13,9,17,21
"11009",13,28,25,19,15,11,9
"11010",4,2,4,1,11,7,5
"11011",4,5,10,8,11,8,4
"11012",194,166,175,168,203,208,232
"11013",12,6,12,3,3,18,51
"11014",8,7,2,3,7,4,6
"11015",3,4,5,12,11,11,5
"11016",146,107,149,170,169,226,202
"11017",2,0,3,3,1,4,2
"11018",8,7,9,5,12,20,16
"11019",60,47,40,44,59,231,246
"11020",8,5,12,23,20,50,18
"11021",40,54,65,69,55,70,59
"11022",0,0,1,0,0,1,2
"11023",99,106,105,95,102,147,148
"11024",2,1,1,2,1,6,7
"11025",8,8,9,5,10,6,17
"11026",11,12,12,9,8,10,12
"11027",39,77,74,66,141,149,156
"11028",16,18,20,25,16,2,2
"11029",9,7,8,12,12,16,10
"11030",9,2,6,2,9,13,6
"11031",21,13,14,16,16,22,43
"11032",9,8,8,11,11,11,7
"11033",7,15,6,20,19,15,1
"11034",4,10,4,5,4,11,12
"11035",406,344,365,405,529,940,847
"11036",6,14,9,10,14,57,36
"11037",6,17,13,14,10,20,18
"11038",89,57,53,65,59,164,169
"11039",12,10,7,10,13,5,7
"11040",24,29,32,19,43,73,24
"11041",89,92,82,77,93,141,174
"11042",25,32,80,92,79,110,124
"11043",17,14,14,20,28,31,20
"11044",4,2,1,7,4,6,5
"11045",12,6,9,9,15,21,26
"11046",11,11,9,19,19,13,12
"11047",94,56,63,69,65,106,107
"11048",24,19,24,14,17,18,13
"11049",3,1,0,0,0,0,0
"11050",26,20,16,30,26,32,31
"11051",14,9,10,7,11,15,13
"11052",101,60,66,66,113,176,172
"11053",64,56,47,49,72,95,110
"11054",1291,889,812,856,1244,2201,2233
"11055",8,16,23,30,16,10,9
"11056",7,3,4,10,10,20,30
"11057",3,5,4,4,3,6,8
"11058",3,7,13,18,16,43,16
"11059",0,1,2,0,2,2,5
"11060",157,140,115,143,155,320,312
"11061",0,2,1,3,5,3,1
"11062",2,5,2,3,4,1,5
"11063",16,9,9,9,11,25,19
"11064",1,1,2,3,6,1,3
"11065",1,0,0,0,0,1,0
"11066",47,59,53,46,46,66,77
"11067",102,83,103,95,107,151,116
"11068",72,79,95,89,99,67,54
"11069",71,66,50,59,89,104,103
"11070",3,4,6,6,3,4,10
"11071",0,0,0,1,0,0,0
"11072",131,46,173,91,160,221,218
"11073",50,53,44,45,39,61,72
"11074",0,0,1,1,0,1,0
"11075",2,8,1,6,4,7,7
"11076",22,14,8,13,18,37,28
"11077",155,82,158,185,217,413,369
"11078",7,8,4,8,5,10,18
"11079",81,84,107,72,103,121,96
"11080",153,368,395,420,417,505,420
"11081",33,37,38,32,49,48,37
"11082",14,7,14,16,9,16,11
"11083",2,4,3,7,5,4,2
"11084",13,24,32,32,34,53,49
"11085",19,26,20,21,19,20,15
"11086",120,120,106,103,110,150,169
"11087",0,0,0,0,0,1,0
"11088",221,176,169,178,180,289,291
"11089",2,4,6,7,7,7,16
"11090",0,1,0,1,0,5,0
"11091",5,8,5,6,13,20,23
"11092",2,4,8,7,8,4,4
"11093",0,0,0,0,1,1,2
"11094",37,35,22,45,60,93,91
"11095",3,2,1,3,5,13,7
"11096",5,7,2,4,2,1,0
"11097",35,50,62,66,71,122,93
"11098",13,7,6,8,4,17,9
"11099",170,106,258,203,253,364,452
"11100",20,2,9,9,11,34,14
"11101",48,58,33,40,45,47,51
"11102",3,6,13,9,20,18,13
"11103",5,0,1,16,16,15,26
"11104",3,0,2,2,1,2,0
"11105",52,55,84,57,62,72,53
"11106",23,23,21,10,25,36,21
"11107",159,144,140,115,156,202,213
"11108",8,7,5,4,3,6,14
"11109",147,135,130,160,161,279,405
"11110",24,28,25,28,19,42,27
"11111",71,53,55,60,70,83,81
"11112",5,3,7,3,10,4,0
"11113",45,53,54,54,65,86,111
"11114",13,12,13,9,12,24,17
"11115",25,18,24,32,33,85,109
"11116",130,91,83,86,129,249,234
"11117",0,0,1,0,2,1,1
"11118",86,106,99,141,111,72,56
"11119",99,85,92,90,122,210,194
"11120",4,1,2,1,5,2,9
"11121",251,385,455,463,458,573,322
"11122",26,17,29,36,30,29,27
"11123",114,85,69,85,106,146,125
"11124",15,17,16,13,20,33,30
"11125",27,26,19,32,26,67,61
"11126",13,17,23,15,25,35,26
"11127",0,1,0,2,4,2,3
"11128",0,0,0,1,0,2,0
"11129",6,7,8,25,4,6,5
"11130",22,19,12,20,16,29,27
"11131",4,3,6,7,3,16,20
"11132",0,1,1,0,1,2,0
"11133",0,0,2,1,3,1,0
"11134",19,26,28,20,31,61,53
"11135",30,29,30,31,34,50,30
"11136",0,0,0,0,0,0,1
"11137",35,43,55,46,45,78,95
"11138",4,8,4,1,5,2,11
"11139",13,20,22,15,19,17,20
"11140",9,10,16,5,12,23,24
"11141",30,31,29,26,38,89,138
"11142",0,1,2,4,3,0,0
"11143",0,2,2,2,1,3,3
"11144",47,543,589,630,713,1025,993
"11145",1,1,0,0,0,0,0
"11146",72,52,53,73,84,143,124
"11147",272,222,232,241,242,286,269
"11148",12,10,9,9,15,27,32
"11149",113,111,128,144,219,206,194
"11150",54,57,64,69,118,296,391
"11151",0,1,1,3,0,0,1
"11152",8,9,24,9,11,0,0
"11153",3,1,1,1,3,12,7
"11154",7,12,15,6,17,22,18
"11155",0,0,0,0,0,2,2
"11156",1,1,0,0,1,0,2
"11157",6,6,12,12,11,21,14
"11158",19,26,21,52,45,37,28
"11159",2,5,2,6,2,11,6
"11160",7,6,7,6,10,18,12
"11161",31,34,34,40,53,87,80
"11162",240,193,83,149,282,352,411
"11163",8,3,2,7,5,10,14
"11164",8,10,13,11,13,9,5
"11165",40,34,24,33,47,62,69
"11166",40,36,44,35,60,91,129
"11167",157,128,126,121,160,215,220
"11168",3,4,0,3,4,6,4
"11169",10,15,10,11,21,17,16
"11170",147,121,131,141,152,207,263
"11171",1,2,1,0,1,4,2
"11172",1,2,1,6,3,0,0
"11173",60,85,80,84,71,7,46
"11174",8,17,13,23,10,1,1
"11175",0,0,0,0,1,5,3
"11176",21,29,42,30,67,72,77
"11177",3,2,3,2,1,3,3
"11178",55,38,40,38,64,71,61
"11179",10,18,11,20,18,14,7
"11180",63,83,64,55,55,93,102
"11181",1,7,2,1,9,13,5
"11182",154,211,191,194,193,346,416
"11183",0,0,0,0,0,2,1
"11184",19,19,19,17,16,19,32
"11185",17,19,25,29,30,31,10
"11186",27,25,18,30,32,75,58
"11187",12,4,9,10,3,1,1
"11188",67,51,53,49,80,65,72
"11189",1,1,0,0,0,0,0
"11190",67,78,60,76,104,182,173
"11191",84,61,79,78,82,112,107
"11192",0,2,0,0,2,0,2
"11193",18,23,24,21,28,18,17
"11194",22,11,10,3,7,15,39
"11195",9,9,6,7,15,9,10
"11196",6,10,5,9,10,18,3
"11197",2,0,3,3,2,6,9
"11198",11,13,83,68,108,242,300
"11199",10,16,12,20,30,49,58
"11200",20,8,23,14,14,32,27
"11201",0,1,3,1,2,2,0
"11202",7,16,13,12,20,23,18
"11203",15,31,21,28,26,45,39
"11204",3,3,4,5,3,9,8
"11205",6,10,3,10,5,11,2
"11206",3,6,7,10,4,4,0
"11207",16,21,32,27,41,57,44
"11208",1,1,1,0,1,0,1
"11209",23,25,29,30,41,54,56
"11210",26,25,20,23,33,38,41
"11211",56,58,68,60,62,91,89
"11212",1,0,4,2,0,0,1
"11213",2,2,3,1,0,3,1
"11214",4,1,7,5,1,2,2
"11215",11,8,12,11,13,23,15
"11216",3,9,5,5,5,4,3
"11217",23,25,23,33,23,39,1
"11218",0,1,0,1,0,0,0
"11219",0,4,0,0,0,2,1
"11220",1,0,0,0,0,1,0
"11221",32,32,30,31,39,54,52
"11222",0,0,0,0,0,2,0
"11223",14,21,27,14,29,12,2
"11224",31,45,22,29,29,37,34
"11225",45,30,36,50,62,99,115
"11226",60,63,73,57,89,78,66
"11227",24,59,26,29,18,25,19
"11228",1,1,2,0,1,1,2
"11229",121,111,247,121,140,186,219
"11230",1,4,1,2,3,4,1
"11231",9,4,7,3,14,8,6
"11232",0,1,1,2,3,3,2
"11233",39,27,10,3,8,6,6
"11234",49,73,74,94,110,259,152
"11235",10,10,22,16,18,5,10
"11236",1,2,2,1,3,0,0
"11237",11,31,16,15,29,48,3
"11238",4,2,1,0,3,2,5
"11239",22,26,27,36,46,23,31
"11240",2,3,2,2,2,6,6
"11241",1,0,1,1,1,0,0
"11242",4,51,51,38,110,77,7
"11243",0,2,1,2,0,0,0
"11244",2,1,6,9,11,16,11
"11245",44,42,42,43,60,125,123
"11246",0,0,0,0,0,1,0
"11247",16,107,107,131,130,392,379
"11248",4,13,15,10,13,25,13
"11249",35,107,158,161,177,253,115
"11250",10,6,4,9,14,19,12
"11251",12,6,4,5,13,8,8
"11252",5,4,5,6,8,9,5
"11253",27,32,33,28,33,49,52
"11254",1,7,12,11,11,24,0
"11255",884,652,780,810,887,1301,1243
"11256",0,2,1,2,3,4,3
"11257",74,59,63,60,70,66,73
"11258",1,0,2,0,0,1,0
"11259",6,4,7,6,5,2,1
"11260",17,19,18,18,13,33,10
"11261",8,7,7,9,7,1,6
"11262",5,3,9,3,10,4,8
"11263",2,1,4,3,2,6,4
"11264",2,31,47,48,66,96,68
"11265",4,0,3,0,0,0,0
"11266",1,0,2,3,0,2,0
"11267",274,215,234,212,246,331,374
"11268",6,7,25,2,2,8,10
"11269",15,25,21,21,31,28,44
"11270",2,6,2,7,5,4,0
"11271",45,49,63,54,60,121,91
"11272",0,1,1,4,6,2,1
"11273",94,89,102,84,86,84,84
"11274",3,2,0,2,2,3,3
"11275",21,30,33,21,31,33,32
"11276",59,54,46,60,50,66,60
"11277",41,58,61,82,66,140,91
"11278",32,38,46,36,50,60,62
"11279",63,66,79,71,99,72,81
"11280",0,0,0,0,0,1,1
"11281",9,15,10,9,13,25,6
"11282",9,4,2,6,10,11,10
"11283",195,138,128,116,148,213,297
"11284",2,7,12,9,13,0,0
"11285",1,1,0,0,0,2,1
"11286",82,70,71,76,80,92,75
"11287",5,22,18,12,13,12,12
"11288",10,21,10,16,27,30,22
"11289",9,10,5,6,16,0,0
"11290",309,383,374,367,395,392,172
"11291",16,10,10,16,29,46,57
"11292",99,74,93,91,93,116,133
"11293",7,5,9,11,8,14,11
"11294",5,82,100,98,103,266,314
"11295",4,6,3,7,5,4,4
"11296",27,26,20,23,22,16,21
"11297",103,93,93,107,87,128,155
"11298",77,57,77,79,94,178,166
"11299",20,19,19,22,30,15,10
"11300",2,3,0,4,2,5,5
"11301",0,1,0,1,1,1,0
"11302",6,5,6,5,3,7,5
"11303",108,109,98,96,111,161,152
"11304",1,0,2,1,9,6,1
"11305",0,0,0,0,0,1,0
"11306",8,6,6,4,5,11,10
"11307",47,35,35,37,63,104,78
"11308",1,0,1,2,5,1,0
"11309",0,1,1,1,0,0,1
"11310",132,106,86,106,107,202,222
"11311",46,40,57,54,41,159,183
"11312",122,77,86,83,92,157,170
"11313",1,1,0,0,0,6,0
"11314",35,36,38,27,27,40,42
"11315",223,164,138,176,186,297,424
"11316",10,16,20,14,25,49,43
"11317",13,11,12,8,8,23,18
"11318",4,4,8,8,6,8,10
"11319",37,19,27,37,36,166,155
"11320",7,7,4,10,6,7,6
"11321",3,2,1,3,2,4,2
"11322",16,10,7,9,11,14,12
"11323",19,9,6,10,8,10,9
"11324",26,24,32,25,21,21,19
"11325",70,80,85,93,95,148,102
"11326",197,176,189,209,208,150,151
"11327",41,51,45,45,68,59,50
"11328",32,39,29,29,30,60,55
"11329",0,0,1,1,0,1,0
"11330",0,0,0,0,4,3,2
"11331",2,1,1,1,0,6,6
"11332",13,8,18,10,16,30,23
"11333",13,16,12,15,31,55,46
"11334",0,9,8,12,9,8,3
"11335",1,1,6,10,8,7,7
"11336",21,17,18,24,28,33,42
"11337",0,3,2,2,4,6,0
"11338",13,14,10,22,23,15,6
"11339",8,4,4,4,3,9,17
"11340",20,15,17,18,23,37,35
"11341",32,26,31,41,36,81,58
"11342",4,2,7,1,7,7,5
"11343",502,271,171,417,505,733,711
"11344",4,4,4,4,4,16,15
"11345",5,0,1,0,1,2,0
"11346",0,0,0,0,1,2,0
"11347",25,17,37,41,47,49,36
"11348",40,51,31,47,57,51,47
"11349",1,0,0,1,2,4,2
"11350",10,8,15,5,18,16,20
"11351",26,12,22,19,65,48,40
"11352",0,0,0,2,4,9,2
"11353",6,6,7,10,8,8,11
"11354",94,84,87,103,170,156,146
"11355",62,72,72,54,66,47,26
"11356",7,94,161,150,160,242,143
"11357",7,18,8,12,25,17,10
"11358",19,15,11,6,18,14,28
"11359",11,12,6,11,11,9,9
"11360",2,1,1,1,0,1,3
"11361",0,0,0,1,1,0,0
"11362",242,170,15,183,158,242,292
"11363",2,0,0,0,0,0,0
"11364",6,24,19,30,31,64,50
"11365",0,5,5,0,0,4,2
"11366",0,0,1,0,0,0,0
"11367",134,115,88,92,149,378,295
"11368",405,333,334,380,373,492,603
"11369",0,2,1,0,1,3,4
